epsilon_x opt,epsilon_y opt,epsilon_z opt,exfoliation_en,structure,e_form,structure initial,jid,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,mpid,gap opt,composition
,,,62.799125,"Full Formula (Nb2 Br4 O2)
Reduced Formula: NbBr2O
abc   :   7.047209   3.924012  27.724200
angles:  90.000000 104.601508  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.078394  0.455778  0.344574  [0.0, 0.0, 0.0]
  1  Br    0.566239  0.44983   0.332351  [0.0, 0.0, 0.0]
  2  Br    0.433761  0.44983   0.198745  [0.0, 0.0, 0.0]
  3  Br    0.921606  0.455778  0.186522  [0.0, 0.0, 0.0]
  4  Nb    0.784932  0.486139  0.26555   [0.0, 0.0, 0.0]
  5  Nb    0.215068  0.486139  0.265546  [0.0, 0.0, 0.0]
  6  O     0.778808  0.961352  0.265565  [0.0, 0.0, 0.0]
  7  O     0.221192  0.961352  0.26553   [0.0, 0.0, 0.0]",-1.552,"Full Formula (Nb2 Br4 O2)
Reduced Formula: NbBr2O
abc   :   7.096000   3.963200  27.724200
angles:  90.000000 104.498901  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP         a       b         c
---  ----  ------  ------  --------
  0  Br    0.0774  0.4527  0.344044
  1  Br    0.5645  0.4453  0.331935
  2  Br    0.4355  0.4453  0.199161
  3  Br    0.9226  0.4527  0.187052
  4  Nb    0.7852  0.4966  0.265601
  5  Nb    0.2148  0.4966  0.265495
  6  O     0.7791  0.9585  0.265707
  7  O     0.2209  0.9585  0.265388",JVASP-31377,,,,,mp-550070,,Br4 Nb2 O2
26.5044,26.5044,3.2882,57.3815,"Full Formula (Sr2 Sb2 Se4 F2)
Reduced Formula: SrSbSe2F
abc   :   4.103648   4.103648  34.757428
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Sr     0     0.5  0.170778  [0.0, 0.0, 0.0]
  1  Sr     0.5   0    0.253806  [0.0, 0.0, 0.0]
  2  Sb     0.5  -0    0.059902  [0.0, 0.0, 0.0]
  3  Sb    -0     0.5  0.364681  [0.0, 0.0, 0.0]
  4  Se     0     0.5  0.048539  [0.0, 0.0, 0.0]
  5  Se     0.5   0    0.133148  [0.0, 0.0, 0.0]
  6  Se     0     0.5  0.291436  [0.0, 0.0, 0.0]
  7  Se     0.5   0    0.376044  [0.0, 0.0, 0.0]
  8  F      0     0    0.212292  [0.0, 0.0, 0.0]
  9  F      0.5   0.5  0.212292  [0.0, 0.0, 0.0]",-1.768,"Full Formula (Sr2 Sb2 Se4 F2)
Reduced Formula: SrSbSe2F
abc   :   4.124000   4.124000  34.757428
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Sr    0    0.5  0.170556
  1  Sr    0.5  0    0.254028
  2  Sb    0.5  0    0.058207
  3  Sb    0    0.5  0.366376
  4  Se    0    0.5  0.047822
  5  Se    0.5  0    0.131742
  6  Se    0    0.5  0.292842
  7  Se    0.5  0    0.376761
  8  F     0    0    0.212292
  9  F     0.5  0.5  0.212292",JVASP-31378,,,,,mp-556194,0.0132,Sr2 Sb2 Se4 F2
15.701,9.585,2.0206,1.659833333,"Full Formula (Co2 O4)
Reduced Formula: CoO2
abc   :   4.882604   2.819455  25.306090
angles:  90.000000  92.392471  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.939716  0.799419  0.22539   [0.0, 0.0, 0.0]
  1  Co    0.439716  0.299419  0.22539   [0.0, 0.0, 0.0]
  2  O     0.281047  0.799419  0.262292  [0.0, 0.0, 0.0]
  3  O     0.781047  0.299419  0.262292  [0.0, 0.0, 0.0]
  4  O     0.098385  0.299419  0.188487  [0.0, 0.0, 0.0]
  5  O     0.598385  0.799419  0.188487  [0.0, 0.0, 0.0]",-0.925,"Full Formula (Co2 O4)
Reduced Formula: CoO2
abc   :   5.146493   2.874298  25.308537
angles:  90.000000  92.521615  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Co    -0.060284  0.799419  0.22539
  1  Co     0.439716  0.299419  0.22539
  2  O      0.298999  0.799419  0.263466
  3  O      0.798999  0.299419  0.263466
  4  O      0.080433  0.299419  0.187313
  5  O      0.580433  0.799419  0.187313",JVASP-31379,,,,,mp-556750,1.3905,Co2 O4
2.0382,2.0382,2.0954,88.7062275,"Full Formula (Ag2 I2)
Reduced Formula: AgI
abc   :   4.352319   4.352319  28.673183
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ag    0.727068  0.727068  0.116366  [0.0, 0.0, 0.0]
  1  Ag    0.227068  0.227068  0.116366  [0.0, 0.0, 0.0]
  2  I     0.227068  0.727068  0.184101  [0.0, 0.0, 0.0]
  3  I     0.727068  0.227068  0.048632  [0.0, 0.0, 0.0]",-0.116,"Full Formula (Ag2 I2)
Reduced Formula: AgI
abc   :   4.589103   4.589103  28.673183
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ag    0.727068  0.727068  0.116366
  1  Ag    0.227068  0.227068  0.116366
  2  I     0.227068  0.727068  0.179563
  3  I     0.727068  0.227068  0.05317",JVASP-14417,,,,,mp-567809,1.9771,Ag2 I2
16.7072,16.7072,2.6201,85.11186667,"Full Formula (Co1 I2)
Reduced Formula: CoI2
abc   :   3.915152   3.915152  26.666722
angles:  90.000000  90.000000 120.000006
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.334942  0.977245  0.125001  [0.0, 0.0, 0.0]
  1  I     0.668275  0.643912  0.183142  [0.0, 0.0, 0.0]
  2  I     0.001609  0.310578  0.06686   [0.0, 0.0, 0.0]",0.102,"Full Formula (Co1 I2)
Reduced Formula: CoI2
abc   :   3.938657   3.938657  26.666722
angles:  90.000000  90.000000 120.000008
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Co    0.334942  0.977245  0.125001
  1  I     0.668275  0.643912  0.182555
  2  I     0.001609  0.310578  0.067447",JVASP-14419,,,,,mp-569610,0.0281,Co1 I2
2.9142,2.9246,2.3904,74.06065,"Full Formula (Nb4 Se8 Br8)
Reduced Formula: Nb(SeBr)2
abc   :   6.695561  11.774121  27.256753
angles:  90.000000  95.515606  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.89893   0.948374  0.18048   [0.0, 0.0, 0.0]
  1  Nb    0.89893   0.695756  0.18048   [0.0, 0.0, 0.0]
  2  Nb    0.39893   0.195756  0.18048   [0.0, 0.0, 0.0]
  3  Nb    0.39893   0.448374  0.18048   [0.0, 0.0, 0.0]
  4  Se    0.209097  0.822065  0.213652  [0.0, 0.0, 0.0]
  5  Se    0.709097  0.322065  0.213652  [0.0, 0.0, 0.0]
  6  Se    0.942437  0.822065  0.261739  [0.0, 0.0, 0.0]
  7  Se    0.442437  0.322065  0.261739  [0.0, 0.0, 0.0]
  8  Se    0.355422  0.322065  0.099221  [0.0, 0.0, 0.0]
  9  Se    0.855422  0.822065  0.099221  [0.0, 0.0, 0.0]
 10  Se    0.088762  0.322065  0.147308  [0.0, 0.0, 0.0]
 11  Se    0.588762  0.822065  0.147308  [0.0, 0.0, 0.0]
 12  Br    0.108658  0.529735  0.237436  [0.0, 0.0, 0.0]
 13  Br    0.108658  0.114395  0.237436  [0.0, 0.0, 0.0]
 14  Br    0.608658  0.614395  0.237436  [0.0, 0.0, 0.0]
 15  Br    0.608658  0.029735  0.237436  [0.0, 0.0, 0.0]
 16  Br    0.189202  0.614395  0.123524  [0.0, 0.0, 0.0]
 17  Br    0.189202  0.029735  0.123524  [0.0, 0.0, 0.0]
 18  Br    0.689202  0.114395  0.123524  [0.0, 0.0, 0.0]
 19  Br    0.689202  0.529735  0.123524  [0.0, 0.0, 0.0]",-0.698,"Full Formula (Nb4 Se8 Br8)
Reduced Formula: Nb(SeBr)2
abc   :   6.804602  11.816584  27.260887
angles:  90.000000  95.604862  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Nb    -0.10107   0.948318  0.18048
  1  Nb    -0.10107   0.695812  0.18048
  2  Nb     0.39893   0.195812  0.18048
  3  Nb     0.39893   0.448318  0.18048
  4  Se     0.202586  0.822065  0.21342
  5  Se     0.702586  0.322065  0.21342
  6  Se    -0.058482  0.822065  0.261443
  7  Se     0.441518  0.322065  0.261443
  8  Se     0.356341  0.322065  0.099517
  9  Se     0.856341  0.822065  0.099517
 10  Se     0.095273  0.322065  0.14754
 11  Se     0.595273  0.822065  0.14754
 12  Br     0.113643  0.530667  0.2375
 13  Br     0.113643  0.113463  0.2375
 14  Br     0.613643  0.613463  0.2375
 15  Br     0.613643  0.030667  0.2375
 16  Br     0.184217  0.613463  0.12346
 17  Br     0.184217  0.030667  0.12346
 18  Br     0.684217  0.113463  0.12346
 19  Br     0.684217  0.530667  0.12346",JVASP-14420,1.224,2.7887,2.8445,2.2781,mp-569623,1.1027,Nb4 Se8 Br8
2.847,2.6254,2.2545,42.06616667,"Full Formula (Zr2 Br2 N2)
Reduced Formula: ZrBrN
abc   :   3.625047   4.128046  28.003880
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Zr    0.737131  0.079168  0.192578  [0.0, 0.0, 0.0]
  1  Zr    0.237131  0.579168  0.128945  [0.0, 0.0, 0.0]
  2  Br    0.237131  0.079168  0.267263  [0.0, 0.0, 0.0]
  3  Br    0.737131  0.579168  0.05426   [0.0, 0.0, 0.0]
  4  N     0.737131  0.579168  0.170911  [0.0, 0.0, 0.0]
  5  N     0.237131  0.079168  0.150612  [0.0, 0.0, 0.0]",-1.726,"Full Formula (Zr2 Br2 N2)
Reduced Formula: ZrBrN
abc   :   3.639016   4.171676  28.003880
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zr    0.737131  0.079168  0.192388
  1  Zr    0.237131  0.579168  0.129135
  2  Br    0.237131  0.079168  0.267654
  3  Br    0.737131  0.579168  0.053869
  4  N     0.737131  0.579168  0.171065
  5  N     0.237131  0.079168  0.150458",JVASP-14421,2.123,2.6185,2.4318,2.1158,mp-570157,1.9056,Zr2 Br2 N2
1.9965,1.9948,1.8948,77.39025,"Full Formula (In2 Br6)
Reduced Formula: InBr3
abc   :   6.784793   6.784813  23.189906
angles:  86.453330  82.892949  60.000095
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Br    0.112857   0         0.000725  [0.0, 0.0, 0.0]
  1  Br    0.749317  -0         0.137101  [0.0, 0.0, 0.0]
  2  Br    0.806971   0.652953  0.000736  [0.0, 0.0, 0.0]
  3  Br    0.40225    0.652953  0.13709   [0.0, 0.0, 0.0]
  4  Br    0.055203   0.347047  0.13709   [0.0, 0.0, 0.0]
  5  Br    0.459924   0.347047  0.000736  [0.0, 0.0, 0.0]
  6  In    0.097741   0.666691  0.068913  [0.0, 0.0, 0.0]
  7  In    0.764433   0.333309  0.068913  [0.0, 0.0, 0.0]",-0.752,"Full Formula (In2 Br6)
Reduced Formula: InBr3
abc   :   7.067869   7.072634  23.189906
angles:  86.597835  83.178976  60.022277
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Br    0.101341  0         0.000146
  1  Br    0.760833  0         0.13768
  2  Br    0.814479  0.643764  0.000695
  3  Br    0.403931  0.643764  0.137131
  4  Br    0.047695  0.356236  0.137131
  5  Br    0.458243  0.356236  0.000695
  6  In    0.097236  0.667701  0.068913
  7  In    0.764938  0.332299  0.068913",JVASP-60467,3.4241,1.8747,1.8709,1.6458,mp-570219,2.8824,Br6 In2
7.6242,7.6242,5.4266,44.3685,"Full Formula (Y2 Ga2 I2)
Reduced Formula: YGaI
abc   :   4.181055   4.181054  28.242785
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Y     0.294047  0.679359  0.288101  [0.0, 0.0, 0.0]
  1  Y     0.294047  0.679359  0.145383  [0.0, 0.0, 0.0]
  2  Ga    0.960714  0.012692  0.229259  [0.0, 0.0, 0.0]
  3  Ga    0.62738   0.346026  0.204225  [0.0, 0.0, 0.0]
  4  I     0.62738   0.346026  0.358767  [0.0, 0.0, 0.0]
  5  I     0.960714  0.012692  0.074716  [0.0, 0.0, 0.0]",-1.059,"Full Formula (Y2 Ga2 I2)
Reduced Formula: YGaI
abc   :   4.208973   4.208972  28.242785
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Y     0.294047  0.679359  0.288343
  1  Y     0.294047  0.679359  0.145141
  2  Ga    0.960714  0.012692  0.229
  3  Ga    0.62738   0.346026  0.204484
  4  I     0.62738   0.346026  0.3594
  5  I     0.960714  0.012692  0.074083",JVASP-14425,,,,,mp-571210,0.074,Y2 Ga2 I2
2.0545,2.0545,1.9386,92.268875,"Full Formula (Y2 I6)
Reduced Formula: YI3
abc   :   7.512037   7.512038  25.673741
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Y     0         0         0.147202  [0.0, 0.0, 0.0]
  1  Y     0.666667  0.333333  0.14718   [0.0, 0.0, 0.0]
  2  I     0.676501  0.009793  0.078744  [0.0, 0.0, 0.0]
  3  I     0.333292  0.323499  0.078744  [0.0, 0.0, 0.0]
  4  I     0.990207  0.666708  0.078744  [0.0, 0.0, 0.0]
  5  I     0.333375  0.009835  0.215639  [0.0, 0.0, 0.0]
  6  I     0.67646   0.666625  0.215639  [0.0, 0.0, 0.0]
  7  I     0.990165  0.32354   0.215639  [0.0, 0.0, 0.0]",-1.381,"Full Formula (Y2 I6)
Reduced Formula: YI3
abc   :   7.706913   7.706914  25.673741
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Y     0         0         0.146954
  1  Y     0.666667  0.333333  0.147428
  2  I     0.689841  0.023738  0.078142
  3  I     0.333897  0.310159  0.078142
  4  I     0.976262  0.666103  0.078142
  5  I     0.33277   0.023175  0.216241
  6  I     0.690405  0.66723   0.216241
  7  I     0.976825  0.309595  0.216241",JVASP-14427,,,,,mp-571442,2.8984,Y2 I6
28.6941,25.369,5.336,80.471875,"Full Formula (Nb4 Co4 Te8)
Reduced Formula: NbCoTe2
abc   :   6.352074   7.797617  24.960256
angles:  98.585492  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.483005  0.197304  0.090328  [0.0, 0.0, 0.0]
  1  Nb    0.516995  0.802695  0.099351  [0.0, 0.0, 0.0]
  2  Nb    0.983005  0.302695  0.099351  [0.0, 0.0, 0.0]
  3  Nb    0.016995  0.697305  0.090328  [0.0, 0.0, 0.0]
  4  Co    0.853694  0.977181  0.062474  [0.0, 0.0, 0.0]
  5  Co    0.353694  0.522819  0.127203  [0.0, 0.0, 0.0]
  6  Co    0.646306  0.477181  0.062474  [0.0, 0.0, 0.0]
  7  Co    0.146306  0.022819  0.127203  [0.0, 0.0, 0.0]
  8  Te    0.25426   0.433392  0.025149  [0.0, 0.0, 0.0]
  9  Te    0.747193  0.694936  0.000122  [0.0, 0.0, 0.0]
 10  Te    0.247193  0.805064  0.189557  [0.0, 0.0, 0.0]
 11  Te    0.75426   0.066608  0.16453   [0.0, 0.0, 0.0]
 12  Te    0.752807  0.194936  0.000122  [0.0, 0.0, 0.0]
 13  Te    0.252807  0.305064  0.189557  [0.0, 0.0, 0.0]
 14  Te    0.24574   0.933392  0.025149  [0.0, 0.0, 0.0]
 15  Te    0.74574   0.566608  0.16453   [0.0, 0.0, 0.0]",-0.269,"Full Formula (Nb4 Co4 Te8)
Reduced Formula: NbCoTe2
abc   :   6.270534   7.701428  24.960256
angles:  98.693547  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Nb    0.465151  0.18112   0.090121
  1  Nb    0.534849  0.818879  0.099558
  2  Nb    0.965151  0.318879  0.099558
  3  Nb    0.034849  0.681121  0.090121
  4  Co    0.849153  0.951587  0.065854
  5  Co    0.349153  0.548413  0.123823
  6  Co    0.650847  0.451587  0.065854
  7  Co    0.150847  0.048413  0.123823
  8  Te    0.261047  0.403566  0.021337
  9  Te    0.765413  0.644598  0.999919
 10  Te    0.265413  0.855402  0.18976
 11  Te    0.761047  0.096434  0.168342
 12  Te    0.734587  0.144598  0.999919
 13  Te    0.234587  0.355402  0.18976
 14  Te    0.238953  0.903566  0.021337
 15  Te    0.738953  0.596434  0.168342",JVASP-60483,,,,,mp-571471,0.0081,Nb4 Co4 Te8
12.9578,12.9578,2.5256,81.8425,"Full Formula (Mn2 Se2)
Reduced Formula: MnSe
abc   :   3.576771   3.576771  26.246356
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mn    0.864359  0.864359  0.118995  [0.0, 0.0, 0.0]
  1  Mn    0.364359  0.364359  0.118995  [0.0, 0.0, 0.0]
  2  Se    0.864359  0.364359  0.178936  [0.0, 0.0, 0.0]
  3  Se    0.364359  0.864359  0.059054  [0.0, 0.0, 0.0]",-0.217,"Full Formula (Mn2 Se2)
Reduced Formula: MnSe
abc   :   3.613289   3.613289  26.246356
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0.864359  0.864359  0.118995
  1  Mn    0.364359  0.364359  0.118995
  2  Se    0.864359  0.364359  0.178417
  3  Se    0.364359  0.864359  0.059573",JVASP-14431,,,,,mp-604910,0.019,Mn2 Se2
1.4121,1.3904,1.4634,68.471,"Full Formula (Al2 H2 O4)
Reduced Formula: AlHO2
abc   :   2.928467   3.702499  26.333641
angles:  90.000000 100.330019  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Al    0.697866  0.75  0.087942  [0.0, 0.0, 0.0]
  1  Al    0.302129  0.25  0.152572  [0.0, 0.0, 0.0]
  2  H     0.062334  0.75  0.003824  [0.0, 0.0, 0.0]
  3  H     0.937685  0.25  0.236692  [0.0, 0.0, 0.0]
  4  O     0.1223    0.75  0.041083  [0.0, 0.0, 0.0]
  5  O     0.721837  0.25  0.102791  [0.0, 0.0, 0.0]
  6  O     0.278152  0.75  0.137725  [0.0, 0.0, 0.0]
  7  O     0.877698  0.25  0.199432  [0.0, 0.0, 0.0]",-2.362,"Full Formula (Al2 H2 O4)
Reduced Formula: AlHO2
abc   :   2.911458   3.761468  26.333641
angles:  90.000000 100.391039  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c
---  ----  --------  ----  --------
  0  Al    0.697478  0.75  0.088277
  1  Al    0.302522  0.25  0.152239
  2  H     0.053897  0.75  0.003758
  3  H     0.946103  0.25  0.236757
  4  O     0.121068  0.75  0.041456
  5  O     0.72143   0.25  0.102421
  6  O     0.27857   0.75  0.138094
  7  O     0.878932  0.25  0.199059",JVASP-14432,,,,,mp-625055,2.7324,Al2 H2 O4
14.1627,14.1627,2.0511,66.60233333,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.817350   2.817350  24.551775
angles:  90.000000  90.000000 120.000006
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.269054  0.929012  0.092697  [0.0, 0.0, 0.0]
  1  O     0.602387  0.595679  0.130762  [0.0, 0.0, 0.0]
  2  O     0.935721  0.262345  0.054633  [0.0, 0.0, 0.0]",-0.925,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.828778   2.828778  24.551775
angles:  90.000000  90.000000 120.000008
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Co    0.269054  0.929012  0.092697
  1  O     0.602387  0.595679  0.131147
  2  O     0.935721  0.262345  0.054248",JVASP-14441,,,,,mp-714976,1.4092,Co1 O2
2.3341,2.3263,2.1986,81.0140625,"Full Formula (Bi4 Br12)
Reduced Formula: BiBr3
abc   :   7.172737  12.427234  23.445848
angles:  90.000000  98.059914  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b          c  velocities
---  ----  --------  --------  ---------  ---------------
  0  Bi    0.923326  0.666643   0.923357  [0.0, 0.0, 0.0]
  1  Bi    0.423326  0.833357   0.923357  [0.0, 0.0, 0.0]
  2  Bi    0.923624  0.333357   0.923593  [0.0, 0.0, 0.0]
  3  Bi    0.423624  0.166643   0.923593  [0.0, 0.0, 0.0]
  4  Br    0.719405  0.82909    0.851127  [0.0, 0.0, 0.0]
  5  Br    0.732106  0.499801   0.851248  [0.0, 0.0, 0.0]
  6  Br    0.627195  0.670825   0.995549  [0.0, 0.0, 0.0]
  7  Br    0.219405  0.67091    0.851127  [0.0, 0.0, 0.0]
  8  Br    0.127195  0.829175   0.995549  [0.0, 0.0, 0.0]
  9  Br    0.114844  0.500199   0.995702  [0.0, 0.0, 0.0]
 10  Br    0.614844  0.999801   0.995702  [0.0, 0.0, 0.0]
 11  Br    0.232106  0.000199   0.851248  [0.0, 0.0, 0.0]
 12  Br    0.719755  0.170825   0.851401  [0.0, 0.0, 0.0]
 13  Br    0.627545  0.329091  -0.004177  [0.0, 0.0, 0.0]
 14  Br    0.219755  0.329175   0.851401  [0.0, 0.0, 0.0]
 15  Br    0.127545  0.17091   -0.004177  [0.0, 0.0, 0.0]",-0.667,"Full Formula (Bi4 Br12)
Reduced Formula: BiBr3
abc   :   7.215011  12.370597  23.445848
angles:  90.000000  98.012378  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0.906161  0.666215  0.920835
  1  Bi    0.406161  0.833785  0.920835
  2  Bi    0.940789  0.333785  0.926115
  3  Bi    0.440789  0.166215  0.926115
  4  Br    0.694157  0.821809  0.846403
  5  Br    0.740785  0.492272  0.849954
  6  Br    0.606894  0.66685   0.991508
  7  Br    0.194157  0.678191  0.846403
  8  Br    0.106894  0.83315   0.991508
  9  Br    0.106165  0.507728  0.996996
 10  Br    0.606165  0.992272  0.996996
 11  Br    0.240785  0.007728  0.849954
 12  Br    0.740056  0.16685   0.855442
 13  Br    0.652793  0.32181   0.000547
 14  Br    0.240056  0.33315   0.855442
 15  Br    0.152793  0.178191  0.000547",JVASP-60549,3.4053,2.0267,2.0242,1.8498,mp-752602,2.998,Bi4 Br12
2.0335,2.0335,2.0131,37.02383333,"Full Formula (Y2 Br2 O2)
Reduced Formula: YBrO
abc   :   3.833462   3.833462  30.308701
angles:  90.000000  90.000000 120.000635
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.333335  0.666665  0.556048  [0.0, 0.0, 0.0]
  1  Br    0.333336  0.666664  0.777279  [0.0, 0.0, 0.0]
  2  O     0         1         0.638403  [0.0, 0.0, 0.0]
  3  O     0.666664  0.333336  0.694933  [0.0, 0.0, 0.0]
  4  Y     0.666669  0.333331  0.619531  [0.0, 0.0, 0.0]
  5  Y     0.999995  5e-06     0.713806  [0.0, 0.0, 0.0]",-3.091,"Full Formula (Y2 Br2 O2)
Reduced Formula: YBrO
abc   :   3.866300   3.866300  30.308701
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (6)
  #  SP         a       b       c
---  ----  ------  ------  ------
  0  Br    0.3333  0.6667  0.5555
  1  Br    0.3333  0.6667  0.7778
  2  O     0       0       0.6382
  3  O     0.6667  0.3333  0.6952
  4  Y     0.6667  0.3333  0.6194
  5  Y     0       0       0.7139",JVASP-14443,,,,,mp-754031,2.6996,Br2 O2 Y2
1.6784,1.6784,1.7464,70.60972727,"Full Formula (Mg1 Re2 O8)
Reduced Formula: Mg(ReO4)2
abc   :   5.756231   5.756231  27.011491
angles:  90.000000  90.000000 119.999995
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mg    0         0         0.870213  [0.0, 0.0, 0.0]
  1  O     0.79165   0.128637  0.914335  [0.0, 0.0, 0.0]
  2  O     0.871363  0.663014  0.914335  [0.0, 0.0, 0.0]
  3  O     0.663014  0.79165   0.826091  [0.0, 0.0, 0.0]
  4  O     0.336986  0.20835   0.914335  [0.0, 0.0, 0.0]
  5  O     0.128637  0.336986  0.826091  [0.0, 0.0, 0.0]
  6  O     0.20835   0.871363  0.826091  [0.0, 0.0, 0.0]
  7  O     0.666666  0.333332  0.999903  [0.0, 0.0, 0.0]
  8  O     0.333334  0.666668  0.740523  [0.0, 0.0, 0.0]
  9  Re    0.666666  0.333332  0.936064  [0.0, 0.0, 0.0]
 10  Re    0.333334  0.666668  0.804362  [0.0, 0.0, 0.0]",-1.917,"Full Formula (Mg1 Re2 O8)
Reduced Formula: Mg(ReO4)2
abc   :   5.753668   5.753668  27.011491
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0         0         0.870213
  1  O     0.797171  0.132592  0.914437
  2  O     0.867408  0.664579  0.914437
  3  O     0.664579  0.797171  0.825989
  4  O     0.335421  0.202829  0.914437
  5  O     0.132592  0.335421  0.825989
  6  O     0.202829  0.867408  0.825989
  7  O     0.666666  0.333332  0.99983
  8  O     0.333334  0.666668  0.740596
  9  Re    0.666666  0.333332  0.935987
 10  Re    0.333334  0.666668  0.804439",JVASP-60555,,,,,mp-754311,4.0791,Mg1 O8 Re2
